population
1000
89
159
80
2766
378
1136
626
1106
132
73
2740
21
317
312
114
32
77
38
78
183
1204
741
87
18
1049
450
518
335
3814
317
492
101
246
92
368
244
3468
174
23
433
251
725
177
60
994
154
1158
92
229
499
13691
71
2694
251
951
951
174
165
407
3081
30
213
4639
20450
1230
159
10484
3064
360
1228
76
80
139
61851
1895
2144
8244
2967
119
72
204
2023
8524
853
9828
423
6282
1231
1393
811
16010
3925
54539
5204
3546
768
339
661
4019
16300
27942
558
2454
448
236
159
285
7363
2152
40
1894
5214
2374
2249
796
72
509
529
863
176
2722
14044
390
4733
1838
3391
1720
1494
154
60
549
3902
955
194
84
620
3246
1830
207
582
111
8780
108
253
658
12424
4719
678
2150
942
4166
175
4520
4507
485
2404
18411
115
1638
46
146
533
564
3630
877
175
497
159
3001
2148
1365
2179
561
6543
2273
1495
197
8624
5021
1115
720
215
133
6916
4352
1203
6294
213
4928
2073
253
1357
487
2634
254
631
3704
466
3669
448
4065
626
390
147
606
428
826
5262
3513
2041
1297
2317
2798
1419
326
3317
1976
4002
5460
1676
849
1759
3842
2382
5481
26
42
2372
337
54
2115
1224
134
215
1329
73
87
10
33
1228
240
382
156
1104
176
112
95
147
21
127
14
21
1051
11
1221
48
1380
14
6732
55
101
3354
393
102
193
256
382
416
74
20
682
872
94
123
2
112
187
164
3395
3622
327
417
51017
1588
342
141
43623
3023
1556
60
690
180
4687
405
802
1173
307
1466
7374
575
2027
5611
3673
786
662
160
1203
24531
7691
245
1474
546
2592
72
546
1197
1564
167
6101
240
916
602
2589
1548
312
474
978
1076
12617
847
3509
273
4
158
7036
132
16856
2112
272
127
138
4682
44
816
358
1244
627
1813
2909
1152
782
1624
33458
232
6569
1880
1350
268
12460
408
196
97915
6332
877
367
402
1142
2315
8985
346
8929
578
5221
285
16070
1988
2680
121
626
63226
749
5261
226610
752
949
2076
306
2174
949
616
100011
8685
87
4903
21045
63
483
1065
5186
347
1211
131
394
176
126
861
420
390
860
38
1268
718
111
1408
1020
48864
6534
307
641
234
9930
681
1335
2208
16061
396
472
854
277
1689
1039
148
166
320
318
5707
114
85
487
2416
2173
273
9727
136
151
74
3016
98
106
1654
7348
286
466
302
10079
1602
290
209
5378
603
3803
247
459
2202
611
36497
302
1052
18203
566
4609
2957
47
188
188
5094
423
3652
18803
534
3056
11179
1473
2765
66816
1811
916
537
83
242
2919
1719
2074
2410
530
201
207
188
123
731
3420
15914
8238
1533
381
144
275
83701
475
3221
397
1787
608
115282
1064
910
722
49928
361
9144
13669
17202
289
10494
1521
4206
6170
23054
117
1183
1662
24520
196
29
456
824
1616
1878
1089
480
2965
1231
26144
514
483
3174
211
153
352
258
1682
369
56
856
321
857
2082
1402
844
2393
1180
491
151
383
17850
2121
569
313
4333
977
2983
277
939
601
1907
4767
3953
174
13901
123
2048
1348
22
16258
1396
2471
144
747
150108
479
6893
539
356
132524
35125
173
4232
2307
132
942
6162
1355
390
399
875
722
42
71
370
4823
14820
223
409
222
85778
36914
74259
87
142
7836
261
7654
1930
1948
103
244
279
31
919
80
1321
1628
190
127
248
114
167
377
6956
10749
12965
716
105
479
102
58
205
6245
1947
1626
104
291
150
74
2328
2985
1537
61
143
2151
5640
86
75
4917
102
60
3413
242
62
81
5934
1795
35
41
3329
160
1802
22
92
20
625
123
2435
1870
6277
417
222
426
259
9299
27373
706
319
126
7223
422
9090
2239
1102
26664
690
462
5625
26013
4387
994
1147
1021
1501
1457
924
22583
1714
1704
312
82934
8140
47139
333
914
9061
1036
1745
1870
475
7825
1609
434
3308
25163
12337
4641
75604
190934
422
7809
12094
8925
4241
176
5936
258
797
568
24695
13349
388
135
291
3921
76
101
1093
680
712
394
742
2758
8159
4162
3094
336
361
1451
494
2935
2158
951
2539
1773
597
2858
561
1737
58039
138
221
2196
508
659
1643
1496
18773
11107
4141
314
40
4225
8060
567
4277
146
558
260
1249
2174
904
2282
1767
315
677
5114
375
216
1910
157
225
5480
27
599
2927
220
418
9984
849
267
577
920
1194
3068
633
247
184
125
537
3412
6
1595
2926
419
5075
730
138
230
212
2492
1476
127
255
8000
3946
8213
1487
412
334
126
130
379
848
311
579
379
14263
2
95
86
65
928
422
292
145
110
121
475
614
543
30
130
281
240
25
572
163
943
66
710
45
829
554
501
589
47
283
33
167
2982
33
1160
2423
434
115
159
367
265
27
8
33
703
10
70
111
569
838
221
55144
922
19348
1127
614
169
438
31965
1606
9087
240
702
1914
573
20036
5234
9362
121
179
8978
372
288
212
2092
4683
442
508
32945
36723
200
135
244
802
299
170
348
4354
81773
256
864
75907
862
1939
1522
11397
516
52778
196
111
4081
29251
308
3429
1090
11365
676
2135
356
729
693
1484
1546
1175
1281
73
866
25346
1824
627
7779
464
168
72
175
172
97
252
153
127
524
517
357
9131
664
2248
1241
2486
4135
549
1112
696
492
30626
195
862
8533
125
503
7966
3133
4690
33877
6462
115
302
5610
31339
1043
5370
349
1703
1385
25750
2016
672
600
209
183
422
794
227
207
7480
602
231
76
822
469
817
334
1542
724
212
6934
1116
221
805
130
1720
18416
373
170
1440
193
392
2887
69
264
309
2848
1289
675
79
495
101
735
127
204
773
759
390
553
582
333
1136
703
1496
174
457
813
749
924
11836
21250
13519
596
8932
565
629
10581
1762
12353
156
343
646
244
1117
357
1401
2590
379
5506
4420
494
563
4333
1267
3870
131
77816
273
1796
1561
3926
376
2061
9984
1195
763
349
258
8285
935
6061
9040
11739
5114
258
624
1119
7863
16182
1602
1919
3785
1074
930
2769
61
10408
180
1437
12551
149
1699
5448
29
1416
173
1341
5118
2866
112
514
5187
858
17369
7035
2062
507
9546
5923
101
714
184
933
5066
1548
91
160
8936
1212
186738
18862
1413
12
251
22519
83980
430
1508
720
365
15108
93
1767
543
468
3318
5692
2137
3822
10939
691
610
160
229
46
226
454
573
273
4636
522
157
1690
48
854
174
622
282
505
16047
2491
1536
5160
130
1246
1593
516
9158
21013
944
202
954
32147
231
1387
32
3814
5347
1202
232
7643
1376
310
266
18856
3089
273
18
1314
1096
656
4612
90403
526
620
730
1386
117
326
82
5166
483
145
927
6961
275
51
148
192
1890
65
114
59
2425
9
25949
280
197
457
94
2885
1424
711
332
325
732
1019
126
87
147
31
904
437
471
276
1030
2187
86
4903
1431
285
595
6
1288
2083
247
539
87
223
162
118
5
301
300
606
1619
1465
82823
212
467
18423
43240
415
593
361
1022
572
142
1938
88
166
4152
133
1528
138
2596
4244
384
154
9238
1015
572
484
479
125845
334
503
21864
230
1040
480
624
43963
279
6807
6972
3715
6995
4759
1615
334
758
7297
13566
867
256
6331
102
4772
462
315
255
217
1170
708
4967
1236
3820
691
2090
96
26814
2383
2149
136
1954
1162
5248
2672
2276
715
4659
1144
180
504
7465
292
3898
52699
382
5158
583
8579
2355
234
1098
1513
879
2745
823
932
1736
1739
86
142
962
6539
1695
3949
6582
9381
406
245
4782
960
8108
110
634
519
297
1226
45
2067
459
559
580
4010
9404
527
13176
721
202
1476
2237
353
643
1297
7160
2606
10951
4006
2541
237
565
15136
413
1661
214
3469
301
2776
6039
3222
565
977
18671
1493
453
1237
403
1138
337
1112
2770
1926
5163
1228
1872
1192
107
6191
554
86
849
938
677
19
46
254
146
531
48
199
614
112
3544
98
1349
129
8
554
1156
190
15660
3261
159
468
70
47
69
327
461
475
38
6
234
584
100
77
114
590
54
206
9
150
1879
3042
2366
139
46
386
503
138
117
1282
320
1339
21
36028
6003
1431
63380
2326
807
5366
15
1750
2515
284
1824
4071
1544
4231
3655
50637
561
2280
450
491
6443
330
236
789
7328
10986
20916
21907
595
1588
58
87321
682
24
1224
598
98129
556
443
1725
971
536
8396
2996
21101
249
5555
623
249
7833
37726
11083
427
273
8216
30337
240
533
279
93
15039
209
7083
1431
12142
19008
94324
610
12345
2300
208
181
204
436
2193
222
4486
308
372
245
430
152
13267
2963
276
9589
145
458
48051
1602
26374
1328
161
4997
3969
7909
178
492
442
4398
1734
16473
638
8059
126
459470
257
11805
759
104
121
10057
1129
245
4722
494
685
1355
315
141
250
333
243
197
218
1039
223
227
95
269
1631
503
573
300
137
38
228
228
353
387
239
232
528
366
2245
783
113
556
2582
255
68
46842
6961
90
163
257
542
569
3426
259
114
408
527
384
313
331
430
207
160
765
327
752
1039
478
5567
235
433
489
2208
9161
487
714
1642
14601
262
293
3518
4258
75
231
371
2157
226
476
1501
3546
1586
9243
49929
8210
261
1371
3271
939
154
13859
2169
1173
824
1148
5992
275
552
656
8402
3019
20795
444
10025
1818
2477
89
168
47641
81
6436
297
2234
100
454
171
3057
1495
507
3993
1090
321
962
324
5306
6099
542
111
7943
517
2339
187
4229
191
6212
14836
1249
31124
657
281
622
201
102
244
550
4892
133434
1637
6569
65
29
286
3978
2954
70
3154
49148
77595
851
809
16739
5221
1263
905
4373
1608
3275
958
843
1633
285
914
67
668
124
2341
3002
637
5917
469
612
336
54
495
98
3722
225
162
5201
739
69917
735
122
617
148
371
1552
4357
242
771
3057
2979
406
389
91
2255
114428
661
704
441
270
88
1315
4248
49
1021
276
2180
3007
1989
936
3020
220
19324
1165
222
1596
86
413
2297
3034
1862
5049
2225
5559
3702
2361
13877
150
572
356
804
946
3796
4435
2416
840
316
2217
1507
1494
17677
303
169
895
2727
286
579
652
4557
2702
1108
873
1194
124
303
18443
3369
835
10912
17842
9663
465
3541
7277
457
1528
2742
212
1636
1369
121
90381
187
249
210
415
150
272
272
74
262
127
2010
214
153
68
804
2864
136
438
197
99
1371
4993
373
408
186
2659
78
767
6
13
28
286
71
66
1492
518
18171
128
1223
1418
355
4351
22
3914
280
90
2762
171
3262
728
66
186
82
2719
184
4385
2596
213
486
2916
1313
3267
152
113
732
351
112
660
8688
482
4762
782
1473
2507
1676
1274
1217
900
3904
1509
217
1536
855
2745
9285
242
21510
1228
5187
188
179
2808
346
393
291
148
1005
2471
4438
959
9005
897
691
40
1004
884
2865
736
2157
1279
1505
171
469
1426
421
183
1590
589
4290
1196
7465
11758
3409
892
252
2711
1873
2074
439
2471
920
889
1151
1208
2060
1224
293
3621
476
169
262
17727
5920
3128
387
4736
3077
3257
344
364
209
329
3499
134
323
3419
526
2800
5046
316
3585
382
2839
6647
418
125
1269
335
1195
818
109
19589
799
4982
562
2665
332
361
734
4652
4553
182
6685
401
1692
1003
2638
3630
5094
585
1179
15064
1166
585
7630
4911
1825
844
223
54
354
44328
14349
1233
27754
1303
13730
1762
9149
1781
206
8259
3941
2820
204
1358
905
608
550
3055
31
190
15
114
121
64
13
666
66
51
2
50
1194
1567
606
99
180
129
135
759
230
971
129
14091
306
3138
100
781
1296
299
6
5
224
925
25
303
472
109
10
233
63
159
74703
8098
71
53
2214
59
128
347
99
97
72
22
77
8218
115162
184
467
762
8201
2914
9343
2144
971
45285
226
848
6747
39306
431
95342
9298
2441
199723
93
96904
7553
13725
37696
353
26
405
1694
13571
163
6744
77487
17488
26777
7867
1840
42602
529
949
514
1054
528
35268
9851
274
621
170
8820
113
5475
147
32141
143
60448
140
807
34
866
1637
86
181
