value
1
1
2
3
5
8
13
21
34
55
89
144
233
377
610
987
1597
2584
4181
6765
10946
17711
28657
46368
75025
121393
196418
317811
514229
832040
1346269
2178309
3524578
5702887
9227465
14930352
24157817
39088169
63245986
102334155
165580141
267914296
433494437
701408733
1134903170
1836311903
2971215073
4807526976
7778742049
12586269025
20365011074
32951280099
53316291173
86267571272
139583862445
225851433717
365435296162
591286729879
956722026041
1548008755920
2504730781961
4052739537881
6557470319842
10610209857723
17167680177565
27777890035288
44945570212853
72723460248141
117669030460994
190392490709135
308061521170129
498454011879264
806515533049393
130496954492865
211148507797805
341645462290670
552793970088475
894439432379146
144723340246762
234167283484676
378890623731439
613057907216115
991948530947554
160500643816367
259695496911122
420196140727489
679891637638612
110008777836610
177997941600471
288006719437081
466004661037553
754011380474634
122001604151218
197402742198682
319404346349900
516807088548583
836211434898484
135301852344706
218922995834555
354224848179261
573147844013817
927372692193078
150052053620689
242789322839997
392841376460687
635630699300684
102847207576137
166410277506205
269257485082342
435667762588548
704925247670891
114059301025943
184551825793033
298611126818977
483162952612010
781774079430987
126493703204299
204671111147398
331164814351698
535835925499096
867000739850794
140283666534989
226983740520068
367267407055057
594251147575126
961518554630184
155576970220531
251728825683549
407305795904080
659034621587630
106634041749171
172537503907934
279171545657105
451709049565039
730880595222144
118258964478718
191347024000932
309605988479651
500953012480583
810559000960235
131151201344081
212207101440105
343358302784187
555565404224292
898923707008479
145448911123277
235341281824125
380790192947402
616131474771527
996921667718930
161305314249045
260997481020938
422302795269984
683300276290923
110560307156090
178890334785183
289450641941273
468340976726457
757791618667731
122613259539418
198392421406191
321005680945610
519398102351802
840403783297413
135980188564921
220020566894662
356000755459584
576021322354247
932022077813832
150804340016807
244006547798191
394810887814999
638817435613190
103362832342818
167244575904137
270607408246956
437851984151094
708459392398051
114631137654914
185477076894719
300108214549634
485585291444354
785693505993988
127127879743834
205697230343233
332825110087067
538522340430300
871347450517368
140986979094766
228121724146503
369108703241270
597230427387774
966339130629045
156356955801681
252990868864586
409347824666268
662338693530854
107168651819712
173402521172797
280571172992510
453973694165307
734544867157818
118851856132312
192306342848094
311158198980407
503464541828501
814622740808908
131808728263740
213271002344631
345079730608372
558350732953004
903430463561377
146178119651438
236521166007575
382699285659014
619220451666590
100191973732560
162114018899219
262305992631779
424420011530999
686726004162779
111114601569377
179787201985655
290901803555033
470689005540689
761590809095723
123227981463641
199387062373213
322615043836854
522002106210068
844617150046923
136661925625699
221123640630391
357785566256090
578909206886482
936694773142572
151560398002905
245229875317162
396790273320068
642020148637230
103881042195729
168083057059453
271964099255182
440047156314635
712011255569818
115205841188445
186406966745427
301612807933872
488019774679300
789632582613173
127765235729247
206728493990564
334493729719811
541222223710376
875715953430188
141693817714056
229265413057075
370959230771131
600224643828207
971183874599339
157140851842754
254259239302688
411400091145443
665659330448131
107705942159357
174271875204170
281977817363528
456249692567698
738227509931226
119447720249892
193270471243015
312718191492907
505988662735923
818706854228831
132469551696475
214340237119358
346809788815833
561150025935192
907959814751026
146910984068621
