gdp_usd
1242693542929.85
736384961061.523
3735881442514.34
90344593407.0488
2462005273603.48
15808304487948.1
32017179839273
22260810771875.1
22233362919728.4
16485444160371
29291828957768.8
2451180144505.47
6131674441421.64
19497115588443.6
1652895518697.74
1145111349262.57
40930410371533.4
43823204664493.9
1117411942661.72
1775382350298.79
2892794292960.5
29979152245112.6
7110323254687.35
6168787362595.33
6776899040059.78
1536272727812.71
39397098753614.4
5094721946852.29
2203604227426.38
2189893127426.38
38925709373017.6
31003826557365
67500141717526.4
208127281931.64
12124739862.5303
62787810951925.4
1510802883684.15
310642066645.913
4512296631866.32
4512296631866.31
1979078503991.37
1827170966475.93
1979078503991.37
110982661180013
27046429296.6673
269322281664.773
4039842405.48117
100998916781.079
2207622874.07407
638365455340.04
25955275380.0321
4265650673.00236
1757022451652.83
534790720466.822
74315882352.9412
15832800000
47109734308.5106
450119432068.852
7498050000
75961865471.9129
671370081636.406
3203631800
21482643706.4249
9233600000
54881327452.9667
29613572022.8993
19402063512.9066
2185821648943.86
15340808592.48
113343355779.985
23124729853.0218
3082433067.32634
2725414150.72735
46352647037.2406
53296694320.2057
2243636826633.76
2751494281.06887
19518819751.283
330267137371.592
18743803170827.2
418818154879.271
1440991455.45188
70962185790.7094
15719986076.6464
95350423176.5962
87113179149.284
92983810328.9088
3561178196.20713
37634533331.8902
347034062928.479
424524722037.047
4152145939.98458
688881481.481481
124282245638.568
124676074700
389059911003.566
35364960000
12765777677.0622
43130419829.35
4858885840.77236
149740297952.986
4052937169.76536
5968125909.27126
298696961297.656
3160442622465.08
6323716355.05009
20895684425.6752
2404888749.21907
34189423544.9955
4685592577804.69
82308110386.4641
256238371778.118
1371918518.51852
113199581158.203
25008678293.4084
2218393804.54798
24662709832.1343
25224154990.7946
37093565854.0437
406863396487.342
222722738925.641
33255181468.9382
3909891533858.08
1396300098190.97
475252089215.416
279641257615.385
609157459747.205
540379921261.681
2380825077243.59
22014397089.7689
4027597523550.58
53352289577.4648
291480274648.826
120339557905.932
307862564.489711
1875388209406.8
11197246322.588
160227273053.334
17478259659.2625
16502933121.3379
43684254432.3609
2271759454.51107
4779300900
48487151215.345
84869215513.3648
93279851863.4062
49467258923.3244
17420501490.1231
11316411329.4619
422227005428.688
7061608267.25451
26794747239.8805
24971574502.4475
290108489.990234
10908045686.8808
14937861786.17
1856365616165.94
471425099.488675
18200340853.6517
11125783372.4794
23794540024.5132
8270016670.86774
160610994054.734
22745341305.0622
74068349523.8095
13372354511.716
162588620.632234
42914268286.7109
1214927698572.66
8548919387.12607
260172385097.616
19693982967.5926
19876128485.7857
252261880141.151
16951682245.4202
483592648313.301
107137198769.386
371570000121.266
86523959131.7472
31800428265.5246
44458118397.4445
289221969062.941
461617509782.355
917767106146.761
313271185085.102
126029527033.705
219162637362.637
382564217988.866
2173835806671.66
14251642235.0968
1175749785.65113
822154621.088897
1239804533333.33
32808056600.9436
90097765959.1114
2167239562.46013
6971127235.3123
547386645891.847
1797836665.95136
140934076532.375
72972015197.3859
1583964703.75061
11967000000
401144998373.585
1725671652742.19
98963185509.6499
1122388888.88889
2549062962.96296
1157207407.40741
49672435513.1126
4416775112.09627
603715224265.798
936564198048.516
14204575548.5536
78844405385.2195
526517658841.684
1865608515.41321
10651180146.531
25633544529.4849
51332285656.5422
1359123768774.12
51387209872.2994
1745378000
53911907086.1525
190741262414.705
552324846834.581
3686033044482.13
28750956130731.2
80961511073.5797
114965293466.611
1117972034.22642
119802963257.783
476388230307.175
13711100000
25303185342.2511
41539411516.4448
