value
1
2
4
8
16
32
64
128
256
512
1024
2048
4096
8192
16384
32768
65536
131072
262144
524288
1048576
2097152
4194304
8388608
16777216
33554432
67108864
134217728
268435456
536870912
1073741824
2147483648
4294967296
8589934592
17179869184
34359738368
68719476736
137438953472
274877906944
549755813888
1099511627776
2199023255552
4398046511104
8796093022208
17592186044416
35184372088832
70368744177664
140737488355328
281474976710656
562949953421312
112589990684262
225179981368524
450359962737049
900719925474099
180143985094819
360287970189639
720575940379279
144115188075855
288230376151711
576460752303423
115292150460684
230584300921369
461168601842738
922337203685477
184467440737095
368934881474191
737869762948382
147573952589676
295147905179352
590295810358705
118059162071741
236118324143482
472236648286964
944473296573929
188894659314785
377789318629571
755578637259143
151115727451828
302231454903657
604462909807314
120892581961462
241785163922925
483570327845851
967140655691703
193428131138340
386856262276681
773712524553362
154742504910672
309485009821345
618970019642690
123794003928538
247588007857076
495176015714152
990352031428304
198070406285660
396140812571321
792281625142643
158456325028528
316912650057057
633825300114114
126765060022822
253530120045645
507060240091291
101412048018258
202824096036516
405648192073033
811296384146066
162259276829213
324518553658426
649037107316853
129807421463370
259614842926741
519229685853482
103845937170696
207691874341393
415383748682786
830767497365572
166153499473114
332306998946228
664613997892457
132922799578491
265845599156983
531691198313966
106338239662793
212676479325586
425352958651173
850705917302346
170141183460469
340282366920938
680564733841876
136112946768375
272225893536750
544451787073501
108890357414700
217780714829400
435561429658801
871122859317602
174224571863520
348449143727040
696898287454081
139379657490816
278759314981632
557518629963265
111503725992653
223007451985306
446014903970612
892029807941224
178405961588244
356811923176489
713623846352979
142724769270595
285449538541191
570899077082383
114179815416476
228359630832953
456719261665907
913438523331814
182687704666362
365375409332725
730750818665451
146150163733090
292300327466180
584600654932361
116920130986472
233840261972944
467680523945888
935361047891777
187072209578355
374144419156711
748288838313422
149657767662684
299315535325368
598631070650737
119726214130147
239452428260295
478904856520590
957809713041180
191561942608236
383123885216472
766247770432944
153249554086588
306499108173177
612998216346355
122599643269271
245199286538542
490398573077084
980797146154168
196159429230833
392318858461667
784637716923335
156927543384667
313855086769334
627710173538668
125542034707733
251084069415467
502168138830934
100433627766186
200867255532373
401734511064747
803469022129495
160693804425899
321387608851798
642775217703596
128555043540719
257110087081438
514220174162876
102844034832575
205688069665150
411376139330301
822752278660603
164550455732120
329100911464241
658201822928482
131640364585696
263280729171392
526561458342785
105312291668557
210624583337114
421249166674228
842498333348457
168499666669691
336999333339382
673998666678765
134799733335753
269599466671506
539198933343012
107839786668602
215679573337205
431359146674410
862718293348820
172543658669764
345087317339528
690174634679056
138034926935811
276069853871622
552139707743245
110427941548649
220855883097298
441711766194596
883423532389192
176684706477838
353369412955676
706738825911353
141347765182270
282695530364541
565391060729082
113078212145816
226156424291633
452312848583266
904625697166532
180925139433306
361850278866613
723700557733226
144740111546645
289480223093290
578960446186580
115792089237316
231584178474632
463168356949264
926336713898529
185267342779705
370534685559411
741069371118823
148213874223764
296427748447529
592855496895058
118571099379011
237142198758023
474284397516047
948568795032094
189713759006418
379427518012837
758855036025675
151771007205135
303542014410270
607084028820540
121416805764108
242833611528216
485667223056432
971334446112864
194266889222572
388533778445145
777067556890291
155413511378058
310827022756116
621654045512233
124330809102446
248661618204893
497323236409786
994646472819573
198929294563914
397858589127829
795717178255658
159143435651131
318286871302263
636573742604526
127314748520905
254629497041810
509258994083621
101851798816724
203703597633448
407407195266897
814814390533794
162962878106758
325925756213517
651851512427035
130370302485407
260740604970814
521481209941628
104296241988325
208592483976651
417184967953302
834369935906605
166873987181321
333747974362642
667495948725284
133499189745056
